ID;County;Site_Name;Easting;Northing;New_Code;Sample_Date;pH;T;O(0);Eh;Alkalinity;N(-3);N(3);N(5);P;C(-4);Si;Cl;F;S(6);Na;K;Mg;Ca;Fe;Mn;B;Al;Cr;Ni;Cu;Zn;As;Cd;Sb;Ba;Pb;U;Hg;Co;Mo;Sr;Ag;Be
06118;Monaghan;The Wood;267938;335912;IE_NB_G_0012_2400_0008;18/11/10;8.0;11.80;nd;-52;193;0.096;-0.007;-0.36;-0.015;71.4;14;17;0.3;52;27.4;1.5;22.50;74.2;1130;66;85;-5;-1;-1;-1;1;3.9;-0.1;-0.5;78;-0.5;0.2;-0.05;-0.5;0.9;1190;nd;-0.5
06119;Monaghan;Cappog Bridge;263815;335584;IE_NB_G_0013_2400_0001;18/11/10;7.3;11.10;nd;-69;217;0.141;-0.007;0.53;-0.015;81.1;13;20;0.4;36;13.0;1.2;20.10;96.0;1210;53;51;-5;-1;-1;-1;1;1.2;-0.1;-0.5;95;-0.5;0.3;-0.05;-0.5;1.0;1370;nd;-0.5
06120;Monaghan;Tydavnet (PWA);257300;340440;IE_NB_G_0014_2400_0010;18/11/10;7.6;9.50;nd;-97;254;0.346;-0.007;-0.36;-0.015;90.4;15;10;2.0;180;102.0;5.2;35.10;74.2;779;48;605;-5;-1;-1;-1;13;-0.5;-0.1;-0.5;60;-0.5;0.2;-0.05;-0.5;-0.5;5310;nd;-0.5
06121;Cavan;Miltown Well;234527;313702;IE_NW_G_0063_0200_0004;18/11/10;6.9;12.00;nd;-80;160;0.196;-0.007;-0.36;-0.015;60.6;21;21;0.8;698;28.0;2.4;70.00;277.0;1250;16;289;-5;-1;-1;-1;25;-0.5;-0.1;-0.5;72;-0.5;-0.1;-0.05;-0.5;-0.5;9380;nd;-0.5
06122;Monaghan;Cavanreagh BH1;248810;319820;IE_NW_G_0063_2400_0002;18/11/10;7.2;11.00;nd;-3;232;0.048;-0.007;-0.36;-0.015;90.4;12;13;0.2;138;10.8;1.7;39.60;131.0;220;132;33;-5;-1;-1;2;13;-0.5;-0.1;-0.5;76;-0.5;0.3;-0.05;-0.5;-0.5;1400;nd;-0.5
06123;Galway;Ballygar;176526;252951;IE_SH_G_0028_1200_0002;18/11/10;7.0;10.30;nd;145;217;0.089;-0.007;6.51;-0.015;87.6;5;14;0.2;9;7.3;3.6;4.87;131.0;103;33;15;-5;-1;2;1;3;1.0;-0.1;-0.5;41;-0.5;0.8;-0.05;-0.5;-0.5;198;nd;-0.5
06124;Longford;Newtown Cashel;203436;258273;IE_SH_G_0091_2000_0001;18/11/10;7.0;10.70;nd;129;237;-0.026;-0.007;13.91;-0.015;83.5;7;17;-0.2;10;7.8;1.7;15.20;114.0;-10;-1;11;-5;-1;-1;-1;2;-0.5;-0.1;-0.5;17;-0.5;1.3;-0.05;-0.5;-0.5;145;nd;-0.5
06125;Roscommon;Ballinaguard Spring (Roscommon Central);187436;261878;IE_SH_G_0091_2600_0003;18/11/10;7.0;10.30;nd;134;222;-0.026;-0.007;9.03;-0.015;82.4;5;14;-0.2;8;7.7;2.3;5.43;122.0;12;4;12;-5;-1;-1;-1;3;-0.5;-0.1;-0.5;33;-0.5;0.8;-0.05;-0.5;-0.5;160;nd;-0.5
06126;Roscommon;Toberreeoge Spring (knockcroghery);193376;259773;IE_SH_G_0091_2600_0015;18/11/10;7.1;10.40;nd;132;205;-0.026;-0.007;10.67;-0.015;75.2;5;12;-0.2;7;6.4;1.2;7.27;109.0;-10;-1;10;-5;-1;-1;-1;2;-0.5;-0.1;-0.5;13;-0.5;1.1;-0.05;-0.5;-0.5;149;nd;-0.5
06127;Roscommon;Killeglin (South Roscommon);188682;240445;IE_SH_G_0225_2600_0010;18/11/10;7.1;10.00;nd;135;200;-0.026;-0.007;9.26;-0.015;75.8;4;12;-0.2;8;6.4;2.7;7.67;103.0;26;-1;12;-5;-1;-1;-1;1;-0.5;-0.1;-0.5;10;-0.5;0.7;-0.05;-0.5;-0.5;109;nd;-0.5
06128;Roscommon;Mount Talbot;182031;252373;IE_SH_G_0225_2600_0012;18/11/10;6.9;10.20;nd;121;215;-0.026;-0.007;8.68;0.017;84.0;6;13;-0.2;8;6.9;2.5;5.76;124.0;-10;2;13;-5;-1;-1;-1;2;-0.5;-0.1;-0.5;19;-0.5;0.9;-0.05;-0.5;-0.5;149;nd;-0.5
06129;Cork;Glanworth PWS (Dunmahon BH);177636;105536;IE_SW_G_0025_0500_0016;18/11/10;6.3;11.00;nd;194;42;-0.026;-0.007;21.97;0.051;17.0;13;17;-0.2;5;10.7;1.6;3.22;25.1;-10;-1;-10;-5;-1;-1;6;37;-0.5;-0.1;-0.5;40;-0.5;-0.1;-0.05;-0.5;-0.5;33;nd;-0.5
06130;Cork;Kilworth PWS (Killally);183211;103909;IE_SW_G_0025_0500_0020;18/11/10;6.3;11.10;nd;199;52;-0.026;-0.007;22.45;-0.015;21.4;11;17;-0.2;5;9.3;1.7;6.06;27.5;-10;-1;10;-5;-1;1;7;15;-0.5;-0.1;-0.5;52;-0.5;0.3;-0.05;-0.5;-0.5;45;nd;-0.5
06131;Cork;Fermoy PWS;177756;98385;IE_SW_G_0037_0500_0015;18/11/10;7.1;11.50;nd;191;111;-0.026;-0.007;26.04;-0.015;46.6;6;18;-0.2;12;8.7;1.3;4.64;70.9;-10;4;10;6;-1;-1;8;14;-0.5;-0.1;-0.5;12;0.6;0.3;-0.05;-0.5;-0.5;61;nd;-0.5
06132;Cork;Mitchelstown PWS (South);181040;109989;IE_SW_G_0047_0500_0022;18/11/10;6.5;10.80;nd;193;72;-0.026;0.010;23.24;-0.015;29.8;10;22;-0.2;8;10.4;1.4;4.44;45.8;-10;-1;-10;-5;-1;-1;8;45;-0.5;-0.1;-0.5;127;0.7;0.7;-0.05;-0.5;-0.5;74;nd;-0.5
06133;Cork;Downing Bridge PWS;182342;101841;IE_SW_G_0082_0500_0013;18/11/10;6.9;11.10;nd;212;212;-0.026;-0.007;43.13;-0.015;67.5;7;24;-0.2;13;10.2;1.5;8.33;113.0;-10;-1;18;-5;1;-1;1;12;-0.5;-0.1;-0.5;13;-0.5;0.5;-0.05;-0.5;-0.5;78;nd;-0.5
06134;Louth;Carlingford;319266;310896;IE_NB_G_0015_2100_0003;22/11/10;7.6;10.80;nd;30;132;-0.026;-0.007;13.77;-0.015;53.7;14;17;-0.2;17;10.5;1.5;4.39;84.0;-10;-1;24;-5;-1;-1;4;7;-0.5;-0.1;-0.5;5;-0.5;0.5;-0.05;-0.5;-0.5;384;nd;-0.5
06135;Monaghan;Monanny;284135;305450;IE_NB_G_0016_2400_0006;22/11/10;7.5;11.20;nd;nd;162;-0.026;-0.007;11.51;-0.015;60.0;9;18;-0.2;15;11.5;2.2;6.00;92.8;-10;6;14;-5;-1;-1;1;2;-0.5;-0.1;-0.5;58;-0.5;0.9;-0.05;-0.5;-0.5;105;nd;-0.5
06136;Monaghan;Spring Lake;285998;303726;IE_NB_G_0016_2400_0007;22/11/10;7.3;10.10;nd;22;246;-0.026;-0.007;21.52;-0.015;72.9;8;15;-0.2;16;10.0;1.2;14.30;105.0;-10;-1;16;-5;-1;-1;3;16;0.9;-0.1;-0.5;85;-0.5;1.9;-0.05;-0.5;-0.5;131;nd;-0.5
06137;Meath;Kilmainhamwood;277920;289350;IE_NB_G_0019_2300_0007;22/11/10;7.8;10.40;nd;7;173;-0.026;-0.007;4.78;-0.015;61.9;10;11;-0.2;6;9.5;0.9;21.40;53.8;-10;-1;12;-5;-1;-1;2;4;-0.5;-0.1;0.5;114;-0.5;0.7;-0.05;-0.5;-0.5;107;nd;-0.5
06138;Louth;Ardtullybeg;319518;306936;IE_NB_G_0024_2100_0001;22/11/10;7.4;10.70;nd;60;187;-0.026;-0.007;26.31;-0.015;67.0;17;26;-0.2;22;13.8;1.9;8.49;108.0;-10;-1;34;-5;-1;-1;4;9;-0.5;-0.1;-0.5;16;-0.5;0.7;-0.05;-0.5;-0.5;300;nd;-0.5
06139;Kildare;Pollardstown Fen  MB7 (Middle);276810;215540;IE_SE_G_0106_1400_0015;29/11/10;7.3;nd;nd;nd;207;-0.026;-0.007;11.07;-0.015;-1.5;8;15;0.2;17;8.6;0.6;18.30;98.7;-10;-1;16;-5;1;-1;-1;4;-0.5;-0.1;-0.5;19;-0.5;1.2;-0.05;-0.5;-0.5;165;nd;-0.5
06140;Kildare;Pollardstown Fen  MB7 (Lower);276810;215540;IE_SE_G_0106_1400_0016;29/11/10;7.1;nd;nd;nd;217;-0.026;-0.007;12.31;-0.015;-1.5;8;15;-0.2;17;8.8;0.6;18.30;99.9;-10;-1;15;-5;1;-1;-1;4;-0.5;-0.1;-0.5;19;-0.5;1.2;-0.05;-0.5;-0.5;167;nd;-0.5
06141;Kildare;Curragh Camp  McDonagh Well;278829;211660;IE_SE_G_0133_1400_0006;29/11/10;7.7;nd;nd;nd;227;-0.026;-0.007;23.16;-0.015;-1.5;9;18;-0.2;21;9.4;0.7;12.70;128.0;-10;-1;25;-5;1;13;-1;2;-0.5;-0.1;-0.5;31;-0.5;0.9;-0.05;-0.5;-0.5;183;nd;-0.5
06142;Kildare;Pollardstown Fen  Hangedmans Arch;275916;217539;IE_SE_G_0133_1400_0010;29/11/10;7.6;nd;nd;nd;212;0.061;0.056;13.92;-0.015;-1.5;8;16;0.2;17;9.0;1.4;13.00;121.0;-10;7;24;-5;-1;1;1;37;-0.5;-0.1;-0.5;50;-0.5;0.8;-0.05;-0.5;-0.5;171;nd;-0.5
06143;Cork;Carraignabhfear PWS;167289;82105;IE_SW_G_0004_0500_0005;29/11/10;6.6;7.70;nd;142;40;-0.026;-0.007;32.51;0.029;-1.5;11;17;-0.2;16;12.1;0.9;6.54;27.3;-10;-1;13;-5;-1;-1;13;43;4.0;-0.1;0.7;14;1.1;0.1;-0.05;-0.5;-0.5;68;nd;-0.5
06144;Cork;Watergrasshill PWS;178447;83981;IE_SW_G_0004_0500_0028;29/11/10;7.0;6.50;nd;124;11;-0.026;-0.007;8.95;-0.015;-1.5;6;16;-0.2;5;9.0;0.5;1.63;6.8;-10;1;-10;7;-1;1;1;9;-0.5;-0.1;-0.5;6;-0.5;-0.1;-0.05;-0.5;-0.5;16;nd;-0.5
06145;Cork;Cloyne PWS;191880;67175;IE_SW_G_0028_0500_0009;29/11/10;7.2;5.70;nd;146;89;-0.026;-0.007;25.64;-0.015;-1.5;7;35;-0.2;19;17.7;1.8;6.39;110.0;46;3;19;-5;1;-1;8;50;-0.5;0.2;-0.5;2;9.7;0.6;-0.05;-0.5;-0.5;119;nd;-0.5
06146;Cork;Whitegate PWS (Dower Spring);197985;72941;IE_SW_G_0058_0500_0026;29/11/10;5.8;5.80;nd;143;115;-0.026;-0.007;30.73;0.016;-1.5;6;29;-0.2;14;15.4;2.6;6.73;77.2;-10;-1;26;-5;-1;-1;-1;2;-0.5;-0.1;-0.5;6;-0.5;0.4;-0.05;-0.5;-0.5;101;nd;-0.5
06147;Mayo;Kilkelly;144100;291900;IE_WE_G_0032_2200_0013;29/11/10;7.5;6.00;nd;nd;170;-0.026;-0.007;5.00;-0.015;-1.5;5;13;-0.2;7;8.5;1.4;3.47;97.4;11;4;-10;-5;-1;-1;-1;2;-0.5;-0.1;-0.5;98;-0.5;0.5;-0.05;-0.5;-0.5;202;nd;-0.5
06148;Mayo;Bohola;133470;295184;IE_WE_G_0033_2200_0004;29/11/10;8.0;3.40;nd;nd;99;-0.026;-0.007;2.52;-0.015;4.7;5;22;-0.2;9;12.7;1.4;3.81;60.0;42;7;12;-5;-1;4;1;6;-0.5;-0.1;-0.5;57;-0.5;0.4;-0.05;-0.5;-0.5;166;nd;-0.5
06149;Mayo;Charlestown;145600;299500;IE_WE_G_0033_2200_0005;29/11/10;7.2;8.60;nd;nd;143;-0.026;-0.007;6.69;-0.015;-1.5;7;15;-0.2;7;9.0;1.0;4.39;98.2;-10;2;11;-5;-1;-1;-1;1;-0.5;-0.1;-0.5;118;-0.5;0.4;-0.05;-0.5;-0.5;207;nd;-0.5
06150;Mayo;Kilaturley;142211;298727;IE_WE_G_0033_2200_0012;29/11/10;7.2;10.00;nd;nd;155;-0.026;-0.007;7.71;-0.015;-1.5;6;16;-0.2;8;8.6;0.8;5.67;98.1;-10;-1;11;-5;-1;-1;-1;2;-0.5;-0.1;-0.5;94;-0.5;0.5;-0.05;-0.5;-0.5;278;nd;-0.5
06151;Mayo;Swinford;138800;297500;IE_WE_G_0033_2200_0019;29/11/10;7.2;4.00;nd;nd;129;-0.026;-0.007;5.00;-0.015;5.0;5;15;0.2;7;9.3;1.5;3.60;77.8;69;7;-10;11;-1;-1;2;3;-0.5;-0.1;-0.5;56;-0.5;0.4;-0.05;-0.5;-0.5;288;nd;-0.5
06152;Mayo;Kilasser;135714;307115;IE_WE_G_0034_2200_0011;29/11/10;7.2;7.70;nd;nd;167;-0.026;-0.007;3.14;-0.015;-1.5;5;12;-0.2;6;8.1;1.0;2.63;108.0;-10;-1;-10;-5;-1;-1;-1;2;-0.5;-0.1;-0.5;23;-0.5;0.6;-0.05;-0.5;-0.5;152;nd;-0.5
06153;Meath;Dunshaughlin Bore (College Park);296606;252256;IE_EA_G_0002_2300_0002;30/11/10;7.2;11.60;nd;-62;215;0.061;-0.007;-0.36;0.019;-1.5;8;23;0.3;88;12.3;1.6;9.07;143.0;1090;146;30;-5;-1;3;-1;11;1.5;-0.1;-0.5;120;-0.5;2.9;-0.05;-0.5;4.0;1340;nd;-0.5
06154;Meath;Curragha PW1;303340;255730;IE_EA_G_0014_2300_0001;30/11/10;7.2;10.50;nd;29;217;0.081;-0.007;-0.36;nd;-1.5;8;21;0.5;85;11.5;1.4;9.79;144.0;1340;293;27;-5;-1;10;-1;61;3.0;-0.1;-0.5;74;-0.5;1.1;-0.05;1.2;2.0;638;nd;-0.5
06155;Cavan;Bawnboy;220819;318047;IE_NW_G_0031_0200_0002;30/11/10;7.6;8.00;nd;nd;137;-0.026;-0.007;3.72;-0.015;-1.5;7;13;-0.2;11;8.3;0.9;13.20;70.8;11;4;16;-5;-1;-1;-1;6;-0.5;-0.1;-0.5;7;-0.5;0.9;-0.05;-0.5;-0.5;300;nd;-0.5
06156;Roscommon;BoyleRockingham;184940;302873;IE_SH_G_0048_2600_0006;30/11/10;7.6;8.00;nd;nd;166;-0.026;-0.007;3.68;0.016;3.7;5;13;0.2;10;7.4;1.8;3.04;111.0;-10;-1;13;-5;-1;-1;2;6;-0.5;-0.1;-0.5;12;-0.5;0.8;-0.05;-0.5;-0.5;329;nd;-0.5
06157;Roscommon;Keadew;190582;311872;IE_SH_G_0105_2600_0009;30/11/10;7.2;10.00;nd;nd;157;-0.026;-0.007;6.47;0.029;-1.5;6;24;-0.2;15;16.4;1.3;14.70;78.4;-10;-1;15;-5;-1;-1;6;13;-0.5;-0.1;-0.5;11;-0.5;2.3;-0.05;-0.5;-0.5;125;nd;-0.5
06158;Sligo;Culfadda;165618;312644;IE_WE_G_0037_2700_0002;30/11/10;7.2;7.20;nd;nd;160;-0.026;-0.007;0.97;0.016;3.1;4;14;0.2;10;8.7;1.6;5.63;99.5;-10;-1;13;-5;-1;-1;-1;5;-0.5;-0.1;-0.5;19;-0.5;0.7;-0.05;-0.5;-0.5;316;nd;-0.5
06159;Roscommon;Ballinlough;157368;274313;IE_SH_G_0225_2600_0004;01/12/10;7.1;9.90;nd;145;207;-0.026;-0.007;10.50;-0.015;-1.5;5;14;0.2;7;8.1;2.5;6.93;130.0;-10;-1;12;-5;-1;-1;6;7;-0.5;-0.1;-0.5;25;-0.5;0.7;-0.05;-0.5;-0.5;293;-0.5;-0.5
06160;Roscommon;Castlerea WS & Regional;169137;278323;IE_SH_G_0225_2600_0007;01/12/10;7.0;8.70;nd;128;193;-0.026;-0.007;4.87;0.017;1.9;5;11;-0.2;7;7.0;1.6;3.96;128.0;-10;-1;13;-5;-1;-1;-1;1;-0.5;-0.1;-0.5;19;-0.5;0.7;-0.05;-0.5;-0.5;383;-0.5;-0.5
06161;Cork;Dromahane PWS;152709;95297;IE_SW_G_0037_0500_0014;01/12/10;7.8;11.30;nd;688;-7;-0.026;0.115;16.76;0.099;-1.5;12;101;-0.2;16;60.4;1.2;7.98;33.4;-10;-1;13;5;-1;1;2;13;-0.5;-0.1;-0.5;70;-0.5;0.2;-0.05;-0.5;-0.5;64;-0.5;-0.5
06162;Cork;Castletownroche WS (Sp 2);168541;103656;IE_SW_G_0082_0500_0007;01/12/10;7.2;7.50;nd;256;185;-0.026;-0.007;36.05;-0.015;-1.5;6;22;0.8;15;9.3;1.3;7.29;123.0;-10;-1;18;-5;1;-1;10;17;-0.5;-0.1;-0.5;14;0.8;1.2;-0.05;-0.5;-0.5;95;-0.5;-0.5
06163;Cork;Glanworth PWS (Tobermore);176254;107677;IE_SW_G_0082_0500_0017;01/12/10;7.2;10.50;nd;137;190;-0.026;-0.007;54.78;-0.015;-1.5;6;21;-0.2;16;10.4;3.0;11.30;119.0;-10;-1;20;-5;1;-1;-1;4;-0.5;-0.1;-0.5;25;-0.5;0.5;-0.05;-0.5;-0.5;123;-0.5;-0.5
06164;Cork;Kildorrery WS;172292;110794;IE_SW_G_0082_0500_0019;01/12/10;7.2;11.60;nd;144;167;-0.026;-0.007;26.66;-0.015;-1.5;7;40;-0.2;15;18.3;4.0;6.51;108.0;-10;-1;15;-5;-1;-1;2;19;-0.5;-0.1;-0.5;14;-0.5;1.5;-0.05;-0.5;-0.5;168;-0.5;-0.5
06165;Cork;Shanballymore PWS (Doneraile);166242;107358;IE_SW_G_0082_0500_0024;01/12/10;7.3;10.20;nd;149;176;-0.026;-0.007;26.26;-0.015;-1.5;7;22;-0.2;17;9.6;1.1;5.73;115.0;-10;-1;12;-5;-1;1;11;22;-0.5;0.2;-0.5;7;1.3;2.6;-0.05;-0.5;0.5;108;-0.5;-0.5
06166;Mayo;Ballindine;136200;269800;IE_WE_G_0019_2200_0001;01/12/10;7.0;10.40;nd;88;237;-0.026;0.007;13.59;-0.015;2.9;5;17;0.3;20;10.0;3.4;5.29;137.0;-10;7;15;-5;-1;-1;1;3;-0.5;-0.1;-0.5;33;-0.5;0.8;-0.05;-0.5;-0.5;413;-0.5;-0.5
06167;Galway;Kilbannon;141200;253900;IE_WE_G_0020_1200_0010;01/12/10;7.2;7.50;nd;145;215;-0.026;-0.007;9.21;-0.015;5.2;4;17;0.2;9;9.7;2.7;4.44;127.0;20;4;15;-5;1;1;1;2;-0.5;-0.1;-0.5;14;-0.5;1.4;-0.05;-0.5;-0.5;492;-0.5;-0.5
06168;Mayo;Tooreen/Aghamore;149428;284812;IE_WE_G_0033_2200_0020;01/12/10;7.0;9.70;nd;83;228;-0.026;-0.007;10.14;-0.015;1.6;4;12;-0.2;7;7.5;3.0;5.16;133.0;-10;-1;12;-5;-1;-1;-1;1;-0.5;-0.1;-0.5;22;-0.5;0.5;-0.05;-0.5;-0.5;276;-0.5;-0.5
06169;Tipperary South;Coolmore (Stud BH);222794;140167;IE_SE_G_0040_3700_0001;02/12/10;7.2;4.40;nd;462;200;-0.026;-0.007;11.07;-0.015;-1.5;6;14;-0.2;10;7.5;2.1;13.50;112.0;-10;-1;15;-5;-1;-1;13;37;-0.5;-0.1;-0.5;59;-0.5;0.6;-0.05;-0.5;0.6;124;-0.5;-0.5
06170;Tipperary South;Fethard RWS (Laffansbridge);219100;146620;IE_SE_G_0040_3700_0004;02/12/10;7.8;12.80;nd;462;98;-0.026;0.013;27.88;-0.015;0.0.765;7;24;0.3;nd;11.7;2.3;9.36;142.0;-10;1;30;5;2;13;-1;4;-0.5;-0.1;1.1;31;-0.5;10.5;-0.05;0.8;19.4;540;-0.5;-0.5
06171;Tipperary South;Fethard RWS (Mullinbawn);222464;134420;IE_SE_G_0040_3700_0005;02/12/10;7.2;11.30;nd;489;200;-0.026;-0.007;11.69;-0.015;2.3;6;15;-0.2;9;7.8;1.8;14.40;113.0;-10;-1;15;-5;-1;-1;6;17;-0.5;-0.1;-0.5;47;-0.5;1.2;-0.05;-0.5;-0.5;144;-0.5;-0.5
06172;Tipperary South;Fethard RWS (Coalbrook BH);227292;151163;IE_SE_G_0126_3700_0003;02/12/10;7.0;10.60;nd;446;118;0.107;0.010;0.39;-0.015;-1.5;11;14;-0.2;22;10.2;4.8;15.50;53.3;95;699;24;-5;-1;4;-1;13;-0.5;-0.1;-0.5;56;-0.5;0.4;-0.05;0.8;-0.5;194;-0.5;-0.5
06173;Wexford;Edermine WS;297696;134407;IE_SE_G_0061_3300_0004;06/12/10;6.5;11.00;nd;89;34;-0.026;-0.007;28.12;0.019;-1.5;10;24;-0.2;13;14.2;1.0;7.51;21.3;-10;1;24;-5;-1;-1;2;28;-0.5;-0.1;-0.5;3;-0.5;-0.1;-0.05;-0.5;-0.5;65;-0.5;-0.5
06174;Wexford;Enniscorthy WS;298420;139327;IE_SE_G_0061_3300_0005;06/12/10;6.4;11.10;nd;132;60;-0.026;-0.007;53.59;0.029;-1.5;20;28;-0.2;26;20.9;1.9;20.40;26.6;-10;-1;14;-5;-1;-1;2;22;1.1;0.3;-0.5;6;-0.5;-0.1;-0.05;-0.5;-0.5;77;-0.5;-0.5
06175;Wexford;S.Wexford RWS (Ballykelly);304684;115426;IE_SE_G_0064_3300_0009;06/12/10;7.3;9.90;nd;43;224;-0.026;0.013;4.23;-0.015;-1.5;12;37;-0.2;26;20.4;1.9;19.50;109.0;-10;568;30;-5;-1;-1;-1;3;-0.5;-0.1;-0.5;694;-0.5;1.0;-0.05;-0.5;-0.5;240;-0.5;-0.5
06176;Wexford;S.Wexford RWS (Rathmackneee BH);303587;113944;IE_SE_G_0064_3300_0010;06/12/10;7.2;11.40;nd;25;195;0.061;-0.007;0.89;-0.015;-1.5;10;40;0.3;22;23.7;1.5;20.40;97.0;18;526;34;-5;-1;-1;-1;6;-0.5;-0.1;-0.5;104;-0.5;1.0;-0.05;0.6;-0.5;234;-0.5;-0.5
06177;Cork;Carraignadoura GWS;114252;69996;IE_SW_G_0005_0500_0006;06/12/10;7.2;8.10;nd;336;80;-0.026;-0.007;3.28;0.018;-1.5;15;14;-0.2;4;12.8;0.6;6.37;40.6;-10;-1;-10;-5;-1;-1;20;23;1.4;-0.1;-0.5;3;0.9;3.1;-0.05;-0.5;-0.5;155;-0.5;-0.5
06178;Kerry;Portmagee (Lateeve BH 1);38182;71662;IE_SW_G_0022_1300_0012;06/12/10;6.6;11.40;nd;204;54;-0.026;-0.007;7.22;0.024;-1.5;11;48;-0.2;14;27.9;1.9;6.50;32.5;-10;2;19;-5;-1;-1;7;7;0.8;-0.1;-0.5;7;-0.5;2.1;-0.05;-0.5;-0.5;116;-0.5;-0.5
06179;Kerry;Knockavota (Poulgorm Spring);81092;101065;IE_SW_G_0026_1300_0009;06/12/10;7.3;11.70;nd;203;122;-0.026;0.007;10.75;-0.015;-1.5;11;35;-0.2;14;20.3;1.3;6.69;82.4;-10;-1;16;-5;-1;-1;-1;5;-0.5;0.2;-0.5;3;-0.5;0.7;-0.05;-0.5;-0.5;109;-0.5;-0.5
06180;Meath;Enfield Bore;278143;241369;IE_EA_G_0002_2300_0004;07/12/10;7.4;11.00;nd;-70;166;0.217;-0.007;-0.36;0.030;-1.5;9;13;0.3;22;13.3;1.1;8.42;100.0;910;314;38;-5;-1;3;-1;2;2.0;-0.1;-0.5;99;-0.5;0.3;-0.05;-0.5;2.9;2450;0.5;-0.5
06181;Kerry;FBH1  Flesk River study catchment;99918;89303;IE_SW_G_0048_1300_0002;07/12/10;7.5;11.60;nd;194;109;-0.026;-0.007;14.17;-0.015;2.0;5;18;-0.2;9;19.6;1.9;4.79;68.1;-10;-1;12;-5;-1;-1;-1;2;-0.5;-0.1;-0.5;9;-0.5;2.2;-0.05;-0.5;-0.5;63;-0.5;-0.5
06182;Kerry;FBH9  Flesk River study catchment;99016;89797;IE_SW_G_0048_1300_0007;07/12/10;7.7;10.30;nd;191;122;-0.026;-0.007;12.71;-0.015;-1.5;9;20;-0.2;9;12.7;0.7;5.19;68.7;-10;-1;10;-5;1;-1;1;4;-0.5;-0.1;-0.5;6;-0.5;1.3;-0.05;-0.5;-0.5;78;-0.5;-0.5
06183;Cork;Dripsey DR1Shallow 2;147900;81360;04_030;08/12/10;7.2;10.20;nd;170;149;-0.026;0.013;16.06;-0.015;2.0;nd;23;-0.2;13;18.1;32.4;10.20;70.0;-10;59;10;-5;-1;-1;-1;4;1.2;-0.1;-0.5;64;-0.5;20.4;-0.05;-0.5;-0.5;207;-0.5;-0.5
06184;Tipperary North;Glenbeha PWS;212280;185305;IE_SE_G_0114_3700_0003;08/12/10;7.4;10.40;nd;96;179;-0.026;-0.007;9.96;-0.015;-1.5;5;10;-0.2;7;6.6;2.6;3.53;110.0;-10;-1;14;-5;-1;-1;9;7;-0.5;-0.1;-0.5;457;-0.5;0.3;-0.05;-0.5;-0.5;139;-0.5;-0.5
06185;Tipperary North;Bouladuff/Borrisoleigh PWS (BH1);205105;165407;IE_SE_G_0131_3700_0002;08/12/10;7.4;9.80;nd;42;207;-0.026;-0.007;10.76;-0.015;-1.5;6;15;-0.2;12;9.2;2.9;15.80;115.0;145;3;21;-5;-1;2;-1;13;-0.5;0.2;-0.5;44;-0.5;0.4;-0.05;-0.5;-0.5;145;-0.5;-0.5
06186;Tipperary North;Templemore WS;210521;174692;IE_SE_G_0131_3700_0007;08/12/10;7.1;10.00;nd;106;287;0.031;-0.007;5.62;-0.015;1.5;8;13;0.2;82;8.5;1.8;14.50;162.0;-10;-1;33;-5;-1;-1;4;11;-0.5;-0.1;-0.5;119;-0.5;1.0;-0.05;-0.5;-0.5;665;-0.5;-0.5
06187;Offaly;Shinrone;204399;191256;IE_SH_G_0205_2500_0013;08/12/10;7.2;10.50;nd;73;265;-0.026;-0.007;18.95;-0.015;9.3;6;21;-0.2;16;9.1;2.5;16.50;144.0;-10;-1;30;-5;1;-1;1;11;-0.5;-0.1;-0.5;182;-0.5;0.8;-0.05;-0.5;-0.5;237;-0.5;-0.5
06188;Offaly;Dunkerrin  Guilfoyles Well;201600;181200;IE_SH_G_0251_2500_0005;08/12/10;7.1;10.50;nd;123;259;0.028;-0.007;36.80;-0.015;2.8;6;27;-0.2;22;14.1;2.1;7.80;157.0;-10;-1;26;-5;-1;-1;22;34;-0.5;-0.1;-0.5;64;1.6;0.9;-0.05;-0.5;-0.5;232;-0.5;-0.5
06189;Offaly;Moneygall (Busherstown Well);204100;182500;IE_SH_G_0251_2500_0009;08/12/10;7.3;10.70;nd;98;223;-0.026;-0.007;16.12;-0.015;-1.5;6;26;-0.2;12;14.2;2.3;9.98;133.0;-10;-1;20;-5;-1;-1;1;2;-0.5;-0.1;-0.5;39;-0.5;0.4;-0.05;-0.5;-0.5;173;-0.5;-0.5
06190;Cork;Dripsey DR1Shallow;147900;81360;IE_SW_G_0004_0500_0029;08/12/10;7.1;9.80;nd;167;132;-0.026;-0.007;4.69;0.038;5.1;7;24;-0.2;11;12.6;8.3;6.70;83.5;-10;4;11;-5;-1;-1;2;3;0.8;-0.1;-0.5;14;-0.5;3.4;-0.05;-0.5;-0.5;168;-0.5;-0.5
06191;Cork;Dripsey DR1Deep;147900;81360;IE_SW_G_0004_0500_0031;08/12/10;7.7;7.60;nd;162;74;-0.026;0.118;14.01;-0.015;5.8;10;36;-0.2;8;22.9;20.0;3.75;33.6;-10;2;-10;7;-1;-1;1;11;19.9;-0.1;1.1;90;-0.5;11.0;-0.05;-0.5;3.8;523;-0.5;-0.5
