ID;County;Site_Name;Easting;Northing;Depth;New_Code;Sample_Date;pH;T;O(0);Eh;Alkalinity;N(-3);N(3);N(5);P;C(-4);Si;Cl;F;S(6);Na;K;Mg;Ca;Fe;Mn;B;Al;Cr;Ni;Cu;Zn;As;Cd;Sb;Ba;Pb;U;Hg;Co;Mo;Sr;Ag;Be
9456;Laois;Kyle PWS;255500;192248;;IE_SE_G_0153_1600_0008;23/06/14;6.9;11.5;5.8;-48;165;0.028;-0.013;18.16;-0.01;1.6;7;17;0.2;11;8;1.7;9.9;110;12;-5;18;-10;-1;-1;2;5;-1;0.1;-1;28;-1;1.3;-0.05;-1;-1;210;nd;-1
9457;Laois;Durrow PWS (Fermoyle WS);242812;179107;;IE_SE_G_0156_1600_0005;23/06/14;6.6;10.6;10.4;0;195;0.021;-0.013;70.86;-0.01;1.6;6;18;0.2;16;8.7;2.4;21;140;27;-5;79;-10;-1;-1;4;16;-1;0;-1;82;-1;-1;-0.05;-1;-1;190;nd;-1
9458;Laois;Durrow PWS (Presentation Convent Well);240246;177522;;IE_SE_G_0156_1600_0006;23/06/14;6.3;10.8;6.7;4;175;0.021;-0.013;36.76;-0.01;1.8;6;23;0.2;14;9.8;2.8;15;120;23;-5;32;-10;-1;-1;26;30;-1;0.1;-1;46;2;-1;-0.05;-1;-1;210;nd;-1
9459;Galway;Kinvara;137499;208799;;IE_WE_G_0002_1200_0014;23/06/14;7.4;14;6.2;58;126;-0.02;-0.013;5.76;0.01;5;3;36;0.2;9;18;2.2;9.7;68;13;-5;16;-10;-1;-1;12;14;-1;0;-1;26;-1;1.1;-0.05;-1;-1;130;nd;-1
9460;Galway;Clarinbridge Kilcolgan RWSS;142600;219399;;IE_WE_G_0008_1200_0006;23/06/14;7.2;10.6;3.3;47;185;-0.02;-0.013;4.87;0.02;5;4;24;0.2;9;11;2.5;6.6;120;26;-5;16;-10;-1;1;-1;1;-1;0;-1;8;-1;-1;-0.05;-1;-1;380;nd;-1
9461;Mayo;Glencastle GC3Shallow;76420;327850;;IE_WE_G_0057_2200_0027;23/06/14;7;11.9;0.5;nd;181;0.059;-0.013;-0.9;-0.01;4.4;10;58;0.2;24;38;3.1;35;58;-10;2900;25;-10;-1;-1;-1;2;-1;0;-1;32;-1;3.9;-0.05;-1;-1;190;nd;-1
9462;Mayo;Glencastle GC3Transition;76420;327850;;IE_WE_G_0057_2200_0028;23/06/14;6.4;12.3;1.3;nd;95;0.13;-0.013;-0.9;-0.01;6.9;16;52;0.2;19;27;15;21;35;610;2900;14;-10;-1;4;1;2;-1;0;-1;38;-1;-1;-0.05;1.4;-1;180;nd;-1
9463;Mayo;Glencastle GC3Deep;76420;327850;;IE_WE_G_0057_2200_0029;23/06/14;7;12.8;0.5;nd;201;0.037;-0.013;-0.9;-0.01;4.6;11;57;0.2;23;40;3.2;32;61;15;1600;31;-10;-1;-1;-1;1;-1;0;-1;92;-1;8.6;-0.05;-1;-1;210;nd;-1
9464;Mayo;Glencastle GC3Subsoil;76420;327850;;IE_WE_G_0057_2200_0030;23/06/14;6.5;12.4;0.5;nd;87;0.45;-0.013;-0.9;nr;12.5;9;33;0.2;20;16;4.2;8.9;44;12000;520;14;1200;3;3;3;4;1.9;0.1;-1;62;-1;-1;-0.05;1.2;-1;240;nd;-1
9465;Galway;Kilchreest;156500;214499;;IE_WE_G_0093_1200_0011;23/06/14;7;10.5;6.8;159;212;-0.02;-0.013;2.92;0.052;-1.5;6;18;0.2;6;10;1.1;6.9;130;10;-5;11;-10;-1;1;34;120;-1;0.1;-1;180;2.7;4.6;-0.05;-1;-1;210;nd;-1
9466;Galway;New Inn No.1;167300;228000;;IE_WE_G_0100_1200_0018;23/06/14;7.1;11.2;8.5;147;179;-0.02;-0.013;8.41;nr;3.5;6;28;0.2;13;14;2.9;4.8;130;16;-5;19;-10;-1;-1;2;-1;-1;0;-1;8;-1;1.4;-0.05;-1;-1;600;nd;-1
9467;Kilkenny;Clifden/Clara GWS;258221;155391;;IE_SE_G_0078_1500_0006;24/06/14;6.9;13.1;6.4;177;195;0.034;-0.013;25.24;0.032;3.5;7;19;0.2;12;8.7;2.1;15;110;-10;-5;14;-10;-1;-1;3;21;-1;0.1;-1;4;-1;1.4;-0.05;-1;-1;110;nd;-1
9468;Laois;Cullohill GWS (Toberboe Spring);237736;174882;;IE_SE_G_0156_1600_0004;24/06/14;6.2;11.5;9.8;540;207;-0.02;-0.013;48.71;-0.01;3.1;6;19;0.2;13;8.5;5.6;13;140;14;-5;35;-10;-1;6;3;81;-1;0;-1;43;-1;-1;-0.05;-1;-1;200;nd;-1
9469;Kilkenny;Ballyconra (Glanbia);243299;171700;;IE_SE_G_0163_1500_0001;24/06/14;6.7;10.8;14.4;237;232;-0.02;-0.013;18.6;-0.01;2.6;7;18;0.2;11;9.7;1.3;13;130;-10;-5;13;-10;-1;-1;-1;3;-1;0;-1;49;-1;-1;-0.05;-1;-1;190;nd;-1
9470;Kilkenny;Ballyragget PWS;244569;171090;;IE_SE_G_0163_1500_0003;24/06/14;6.9;10.4;7.2;218;215;0.025;-0.013;28.34;0.015;3.7;7;21;0.2;14;9.8;2.5;12;120;-10;-5;39;-10;-1;-1;1;6;-1;0;-1;35;-1;1.2;-0.05;-1;-1;190;nd;-1
9471;Roscommon;Ballinlough;157367;274312;;IE_SH_G_0225_2600_0004;24/06/14;7.1;9.7;7;79;215;-0.02;-0.013;11.51;-0.01;3.5;5;19;0.2;6;8.2;2.6;8.7;140;-10;-5;11;-10;-1;-1;-1;1;-1;0;-1;29;-1;-1;-0.05;-1;-1;300;nd;-1
9472;Roscommon;Castlerea WS & Regional;169136;278322;;IE_SH_G_0225_2600_0007;24/06/14;7;9.7;3.2;59;246;-0.02;-0.013;5.31;0.02;3.5;5;17;0.2;7;8.7;2.1;7.6;140;-10;-5;14;-10;-1;-1;-1;-1;-1;0;-1;22;-1;1.1;-0.05;-1;-1;450;nd;-1
9473;Mayo;Ballindine;136199;269799;;IE_WE_G_0019_2200_0001;24/06/14;6.9;9.8;3.1;36;251;-0.02;-0.013;7.97;0.012;4.1;5;22;0.2;11;10;3.3;6.6;140;-10;8;14;-10;-1;-1;-1;1;-1;0.1;-1;36;-1;-1;-0.05;-1;-1;460;nd;-1
9474;Galway;Kilbannon;141200;253899;;IE_WE_G_0020_1200_0010;24/06/14;7.2;13.2;7.8;7;205;-0.02;-0.013;5.76;0.011;7.1;3;23;0.3;8;11;2.5;5.6;130;38;6;19;-10;-1;1;-1;2;-1;0.1;-1;21;-1;1.1;-0.05;-1;-1;560;nd;-1
9475;Mayo;Tooreen/Aghamore;149427;284810;;IE_WE_G_0033_2200_0020;24/06/14;6.9;9.8;7.7;102;237;-0.02;-0.013;8.41;0.011;3.2;4;19;0.2;7;7.9;2.4;6.9;140;-10;-5;10;-10;-1;-1;-1;-1;-1;0;-1;26;-1;-1;-0.05;-1;-1;330;nd;-1
9476;Mayo;Glencastle GC1Shallow;76190;327250;;IE_WE_G_0057_2200_0021;24/06/14;5.6;11.3;4.1;nd;56;0.02;-0.013;1.28;0.023;2.9;13;52;0.2;43;27;4.2;11;17;-10;13;12;13;-1;5;2;10;-1;1.2;-1;38;-1;-1;-0.05;-1;-1;87;nd;-1
9477;Mayo;Glencastle GC1Subsoil;76190;327250;;IE_WE_G_0057_2200_0022;24/06/14;6.3;14.4;3.9;nd;35;0.075;-0.013;-0.9;0.01;37.4;4;25;-0.2;4;17;2;2.4;18;960;800;16;610;1;2;3;4;-1;0;-1;13;-1;-1;-0.05;1.7;-1;47;nd;-1
9478;Mayo;Glencastle GC1Deep;76190;327250;;IE_WE_G_0057_2200_0023;24/06/14;5.9;10.9;0.7;nd;66;-0.02;-0.013;1.24;0.023;3.3;15;54;0.2;61;34;4.7;11;39;38;38;11;-10;-1;-1;-1;6;-1;0.3;-1;32;-1;-1;-0.05;-1;1.6;150;nd;-1
9479;Mayo;Glencastle GC2Shallow;76230;327570;;IE_WE_G_0057_2200_0024;24/06/14;7.2;11.3;1.1;nd;135;-0.02;-0.013;-0.9;-0.01;4.6;16;55;0.2;19;28;9;12;79;-10;-5;11;-10;-1;-1;2;2;-1;0;-1;250;-1;6.7;-0.05;-1;2;300;nd;-1
9480;Mayo;Glencastle GC2Transition;76230;327570;;IE_WE_G_0057_2200_0025;24/06/14;6.9;11;0.4;nd;128;0.068;0.02;-0.9;-0.01;4.2;15;56;0.2;21;26;5;9.9;79;20;850;-10;-10;-1;2;2;1;-1;0.2;-1;68;-1;-1;-0.05;-1;1.8;160;nd;-1
9481;Mayo;Glencastle GC2Deep;76230;327570;;IE_WE_G_0057_2200_0026;24/06/14;7.7;11.1;0.3;nd;85;-0.02;-0.013;-0.9;-0.01;2.5;11;51;1.1;39;40;4.7;17;29;-10;-5;21;-10;-1;-1;-1;2;3.4;0;2.2;91;-1;5.6;-0.05;-1;10;1700;nd;-1
9482;Mayo;Glencastle GC2Subsoil;76230;327570;;IE_WE_G_0057_2200_0031;24/06/14;5.7;12.3;0.6;nd;22;0.19;-0.013;-0.9;0.14;10;17;52;0.2;14;29;1.6;5;6.8;16000;580;-10;62;1;2;-1;2;1.7;0;-1;27;-1;-1;-0.05;3.1;-1;44;nd;-1
9483;Mayo;Glencastle SW1;76403;327888;;IE_WE_G_0057_2200_0032;24/06/14;7;17;8.9;nd;38;-0.02;-0.013;-0.9;-0.01;7.4;10;37;0.2;34;22;2.4;11;20;300;56;11;-10;-1;-1;-1;2;-1;0;-1;10;-1;-1;-0.05;-1;-1;75;nd;-1
9484;Mayo;Drum Binghamstown;67354;331737;;IE_WE_G_0065_2200_0010;24/06/14;7.4;14.7;5.9;nd;176;0.13;0.062;4.34;0.039;5.3;4;76;0.2;19;42;4.3;9.9;100;13;18;27;-10;-1;-1;-1;-1;-1;0;-1;11;-1;-1;-0.05;-1;-1;850;nd;-1
9485;Donegal;Gortinlieve GO1Deep;235710;417580;;IE_NW_G_0051_0600_0007;25/06/14;6.8;9.9;0.5;nd;175;0.057;-0.013;-0.9;-0.01;5.4;19;38;0.2;9;21;1.1;5.8;100;5200;2600;-10;-10;-1;-1;-1;-1;1;0;-1;190;-1;3.2;-0.05;-1;-1;590;nd;-1
9486;Donegal;Gortinlieve GO1Shallow;235710;417580;;IE_NW_G_0051_0600_0008;25/06/14;6.4;9.8;0.4;nd;55;0.054;-0.013;-0.9;-0.01;3.8;12;23;-0.2;6;13;0.9;1.1;33;510;2000;-10;-10;-1;6;2;5;-1;0;-1;95;-1;-1;-0.05;3.5;-1;250;nd;-1
9487;Donegal;Gortinlieve GO1Transition;235710;417580;;IE_NW_G_0051_0600_0009;25/06/14;5.4;11.8;2.7;nd;12;0.034;-0.013;-0.9;-0.01;5.9;3;15;-0.2;6;9.7;-0.3;1.4;4.9;390;22;-10;400;-1;4;5;11;-1;0;-1;8;-1;-1;-0.05;1.8;-1;24;nd;-1
9488;Donegal;Gortinlieve GO2Deep;235920;417090;;IE_NW_G_0051_0600_0010;25/06/14;7;10.6;0.5;nd;110;-0.02;-0.013;2.04;-0.01;1.6;12;29;0.2;21;17;0.9;11;62;15;710;-10;-10;-1;-1;3;-1;-1;0;-1;29;-1;3.6;-0.05;-1;-1;140;nd;-1
9489;Donegal;Gortinlieve GO2Shallow;235920;417090;;IE_NW_G_0051_0600_0012;25/06/14;6.9;10;0.5;nd;140;0.052;-0.013;-0.9;-0.01;3.8;11;28;0.2;23;16;2;9.5;92;48;2800;25;-10;-1;-1;7;1;-1;0.1;-1;6;-1;-1;-0.05;4.2;-1;150;nd;-1
9490;Donegal;Gortinlieve GO2Transition;235920;417090;;IE_NW_G_0051_0600_0013;25/06/14;6.2;11.1;0.7;nd;58;0.03;0.092;2.13;0.025;7.2;6;29;0.2;15;11;5;3.8;38;120;44;31;34;-1;1;4;2;-1;0;-1;15;-1;-1;-0.05;-1;-1;170;nd;-1
9491;Donegal;Gortinlieve GO3Deep;236140;416680;;IE_NW_G_0051_0600_0014;25/06/14;7.3;10.6;0.4;nd;120;-0.02;0.03;-0.9;-0.01;-1.5;13;23;0.2;19;17;0.7;13;58;-10;240;-10;-10;-1;-1;4;-1;-1;0;-1;26;-1;2.2;-0.05;-1;-1;210;nd;-1
9492;Donegal;Gortinlieve GO3Shallow;236140;416680;;IE_NW_G_0051_0600_0015;25/06/14;7.4;10.3;1.1;nd;128;-0.02;-0.013;2.57;-0.01;-1.5;13;62;0.2;20;38;1.2;16;66;-10;-5;11;-10;-1;-1;4;6;1.4;0;-1;20;-1;1.6;-0.05;-1;-1;230;nd;-1
9493;Donegal;Gortinlieve GO3Transition;236140;416680;;IE_NW_G_0051_0600_0016;25/06/14;7.2;10;0.5;nd;155;-0.02;-0.013;-0.9;-0.01;-1.5;14;27;0.2;19;16;1;19;78;16;650;10;-10;-1;-1;2;-1;-1;0;-1;16;-1;2.3;-0.05;-1;-1;270;nd;-1
9494;Donegal;Gortinlieve GO3Subsoil;236140;416680;;IE_NW_G_0051_0600_0017;25/06/14;5.8;11;0.7;nd;51;0.18;-0.013;-0.9;0.04;32.3;11;22;-0.2;22;9.8;0.7;2.6;30;5100;300;-10;98;-1;3;2;2;-1;0;-1;12;-1;-1;-0.05;1.1;-1;130;nd;-1
9495;Donegal;Gortinlieve SW1;236201;416761;;IE_NW_G_0051_0600_0018;25/06/14;6.6;12.4;9;nd;62;0.066;-0.013;4.87;0.036;2.7;7;24;0.2;12;14;1.8;7.6;35;42;27;12;-10;-1;1;2;2;-1;0;-1;8;-1;1.1;-0.05;-1;-1;160;nd;-1
9496;Mayo;Kilkelly ;144099;291898;;IE_WE_G_0032_2200_0013;25/06/14;7.4;9.9;7.5;104;146;0.02;-0.013;4.43;-0.01;1.5;5;20;0.2;6;9;1.3;4.4;100;41;10;-10;-10;-1;-1;-1;-1;-1;0;-1;99;-1;-1;-0.05;-1;-1;260;nd;-1
9497;Mayo;Bohola;133469;295182;;IE_WE_G_0033_2200_0004;25/06/14;7.4;14.7;7.2;136;137;-0.02;-0.013;3.54;-0.01;3.2;3;21;0.2;11;12;1.8;6.7;110;49;12;13;-10;-1;-1;-1;-1;-1;0;-1;78;-1;-1;-0.05;-1;-1;430;nd;-1
9498;Mayo;Charlestown;145599;299498;;IE_WE_G_0033_2200_0005;25/06/14;7.2;9.8;9.1;121;142;-0.02;-0.013;7.09;-0.01;2.4;7;17;0.2;7;9.8;1.2;5.4;100;15;-5;11;-10;-1;-1;-1;-1;-1;0;-1;140;-1;-1;-0.05;-1;-1;230;nd;-1
9499;Mayo;Kilaturley;142210;298725;;IE_WE_G_0033_2200_0012;25/06/14;7.3;9.8;6.8;161;171;-0.02;-0.013;6.2;-0.01;-1.5;6;15;0.2;8;9.1;0.9;7.4;100;-10;-5;10;-10;-1;-1;-1;-1;-1;0;-1;110;-1;-1;-0.05;-1;-1;330;nd;-1
9500;Mayo;Swinford;138799;297498;;IE_WE_G_0033_2200_0019;25/06/14;7.1;11.2;7.1;144;149;0.039;-0.013;5.76;-0.01;3.6;5;19;0.2;6;9.8;1.7;5.3;99;38;-5;10;-10;-1;-1;-1;-1;-1;0;-1;87;-1;-1;-0.05;-1;-1;440;nd;-1
9501;Mayo;Kilasser;135713;307113;;IE_WE_G_0034_2200_0011;25/06/14;7.4;10.1;8;160;168;0.02;-0.013;2.44;-0.01;1.8;5;16;0.2;5;8.9;1.6;3.5;110;14;10;-10;-10;-1;-1;-1;1;-1;0;-1;90;-1;-1;-0.05;-1;-1;180;nd;-1
9502;Tipperary North;Glenbeha PWS;212268;185299;;IE_SE_G_0114_3700_0003;30/06/14;7.4;11.6;10.4;-8;171;-0.02;-0.013;11.96;-0.01;-1.5;6;19;-0.2;8;7.1;2.7;4.2;110;-10;-5;12;-10;-1;-1;6;6;-1;0;-1;420;-1;-1;-0.05;-1;-1;150;nd;-1
9503;Tipperary North;Bouladuff/Borrisoleigh PWS (BH1);205104;165412;;IE_SE_G_0131_3700_0002;30/06/14;7.2;12.5;8.6;-26;210;-0.02;0.046;14.11;-0.01;-1.5;6;21;0.2;10;9.7;3.1;19;110;77;-5;19;-10;-1;-1;-1;14;-1;0;-1;47;-1;-1;-0.05;-1;-1;150;nd;-1
9504;Tipperary North;Templemore WS;210519;174688;;IE_SE_G_0131_3700_0007;30/06/14;7;12.4;1.6;-55;275;-0.02;-0.013;5.76;-0.01;1.9;8;15;0.2;68;8.5;2;16;160;-10;-5;28;-10;-1;-1;14;56;-1;0;-1;120;-1;1.2;-0.05;-1;-1;640;nd;-1
9505;Offaly;Shinrone;205456;192981;;IE_SH_G_0205_2500_0013;30/06/14;7.3;11.4;6.8;138;244;-0.02;-0.013;22.59;-0.01;-1.5;7;21;0.2;16;9.7;2.5;20;150;-10;-5;26;-10;-1;-1;45;13;-1;0;-1;200;-1;-1;-0.05;-1;-1;250;nd;-1
9506;Offaly;Dunkerrin  Guilfoyles Well;201592;181176;;IE_SH_G_0251_2500_0005;30/06/14;7.2;11.3;6.6;55;207;-0.02;-0.013;40.74;-0.01;2.5;6;30;0.2;17;13;2.3;8.7;150;16;-5;20;-10;-1;-1;30;50;-1;0;-1;59;2.4;-1;-0.05;-1;-1;230;nd;-1
9507;Offaly;Moneygall (Busherstown Well);204132;182610;;IE_SH_G_0251_2500_0009;30/06/14;7.3;10.3;7.9;2;222;-0.02;-0.013;23.91;-0.01;2;7;22;-0.2;11;11;2.2;11;130;-10;-5;14;-10;-1;-1;8;11;-1;0;-1;42;-1;-1;-0.05;-1;-1;180;nd;-1
9508;Galway;New Village NV1Shallow1;109810;244660;;IE_WE_G_0006_1200_0022;30/06/14;7.4;11.5;0.3;6;244;0.02;-0.013;-0.9;-0.01;5.8;22;24;0.2;-2;25;2.7;27;99;130;340;11;-10;-1;-1;-1;2;-1;0;-1;1700;-1;140;-0.05;-1;1.3;640;nd;-1
9509;Galway;New Village NV1Transition;109810;244660;;IE_WE_G_0006_1200_0023;30/06/14;6.3;15.2;0.3;-24;52;0.27;-0.013;-0.9;-0.01;13.8;10;24;-0.2;2;13;1.4;3.4;28;6400;530;-10;200;-1;-1;-1;4;1.9;0;-1;1400;-1;7.2;-0.05;8.9;-1;130;nd;-1
9510;Galway;New Village NV1Deep;109810;244660;;IE_WE_G_0006_1200_0024;30/06/14;7.2;11.3;0.2;92;256;-0.02;-0.013;-0.9;-0.01;2.1;21;128;-0.2;4;29;1.5;32;100;11;720;21;-10;-1;-1;-1;-1;-1;0;-1;740;-1;230;-0.05;-1;4.9;3300;nd;-1
9511;Galway;New Village NV2Shallow;110020;244190;;IE_WE_G_0006_1200_0025;30/06/14;6.4;12.1;0.2;122;48;0.044;-0.013;-0.9;-0.01;8.7;8;78;-0.2;12;40;0.8;7.4;23;1600;2400;-10;-10;-1;4;-1;2;-1;0;-1;1200;-1;-1;-0.05;2;-1;160;nd;-1
9512;Galway;New Village NV2Transition;110020;244190;;IE_WE_G_0006_1200_0026;30/06/14;5.5;14;1;164;11;0.083;-0.013;-0.9;-0.01;15.1;9;24;-0.2;6;12;0.9;2.7;5.2;3800;350;11;330;1;3;9;18;1.3;0;-1;440;3.9;-1;-0.05;1.5;-1;41;nd;-1
9513;Galway;New Village NV2Deep;110020;244190;;IE_WE_G_0006_1200_0027;30/06/14;7.5;11.5;0.3;-46;131;0.023;-0.013;-0.9;-0.01;1.9;16;32;0.2;4;19;3.7;19;60;450;480;12;-10;-1;-1;-1;-1;1;0;-1;770;-1;63;-0.05;-1;1.5;3500;nd;-1
9514;Galway;New Village NV3Shallow;110380;243950;;IE_WE_G_0006_1200_0028;30/06/14;6.6;10.4;0.4;-28;81;0.28;-0.013;-0.9;-0.01;13.2;15;24;-0.2;-2;14;0.8;4.7;42;11000;2200;-10;24;-1;-1;-1;1;5.4;0;-1;3100;-1;11;-0.05;1.4;-1;1100;nd;-1
9515;Galway;New Village NV3Transition;110380;243950;;IE_WE_G_0006_1200_0029;30/06/14;6.2;12.4;0.3;-27;59;0.43;-0.013;-0.9;-0.01;15.6;14;20;-0.2;3;12;1.1;3.2;24;14000;980;-10;120;-1;-1;5;3;10;0;-1;2400;-1;5.5;-0.05;2.3;-1;360;nd;-1
9516;Galway;New Village NV3Deep;110380;243950;;IE_WE_G_0006_1200_0030;30/06/14;7.4;11;2.9;106;232;-0.02;-0.013;-0.9;-0.01;1.6;18;23;-0.2;4;20;2.5;49;65;-10;-5;11;-10;-1;-1;-1;3;-1;0;-1;580;-1;190;-0.05;-1;1;1700;nd;-1
9517;Galway;New Village NV1Shallow2;109810;244660;;IE_WE_G_0006_1200_0031;30/06/14;7.4;11.7;0.4;57;242;-0.02;-0.013;-0.9;-0.01;5.9;22;25;0.2;-2;24;3.6;21;100;15;48;10;-10;-1;-1;2;3;-1;0;-1;2400;-1;120;-0.05;-1;1.5;640;nd;-1
9518;Galway;New Village SW1;111047;243987;;IE_WE_G_0006_1200_0032;30/06/14;7.2;19.5;9.4;44;-7;-0.02;-0.013;-0.9;-0.01;17.7;1;17;-0.2;2;10;0.3;1.3;2.2;940;37;-10;43;-1;-1;-1;-1;-1;0;-1;49;-1;-1;-0.05;-1;-1;42;nd;-1
9519;Cork;Dripsey DR1Shallow 2;147960;81370;;04_030;01/07/14;11.6;11.6;0.2;79;135;0.043;-0.013;5.31;-0.01;7.9;7;29;-0.2;10;22;44;10;61;-10;-5;10;-10;-1;-1;1;-1;2.2;0;-1;79;-1;21;-0.05;-1;-1;200;nd;-1
9520;Waterford;Dungarvan PWS (Balinamuck);223631;94709;;IE_SE_G_0052_3800_0007;01/07/14;6.4;11.9;5.6;80;112;0.023;-0.013;23.47;-0.01;2.4;6;23;-0.2;11;12;2.2;9;76;-10;-5;14;-10;-1;-1;9;34;-1;0;-1;11;-1;-1;-0.05;-1;-1;120;nd;-1
9521;Waterford;Ballyogarty WS;240068;104521;;IE_SE_G_0146_3800_0004;01/07/14;4.8;10.8;9.7;121;8;0.023;-0.013;38.97;0.036;2.2;8;24;-0.2;9;11;2.5;6.1;11;29;11;-10;-10;-1;-1;10;24;55;0.2;-1;30;1.1;-1;-0.05;-1;-1;42;nd;-1
9522;Waterford;Kilrossanty WS;230448;101027;;IE_SE_G_0146_3800_0009;01/07/14;5;11.2;8.2;25;18;-0.02;-0.013;16.83;0.017;1.8;4;16;-0.2;10;8.8;0.8;4.5;13;-10;-5;12;-10;-1;-1;2;13;-1;0;-1;3;-1;-1;-0.05;-1;-1;30;nd;-1
9523;Waterford;Ballyrohan/Ballymacarbry PWS;219604;110952;;IE_SE_G_0154_3800_0005;01/07/14;6.1;10.6;10.1;89;49;-0.02;-0.013;13.73;0.015;3.2;4;18;-0.2;4;8.5;1.1;4.7;32;-10;-5;-10;-10;-1;-1;6;23;-1;0;-1;6;-1;-1;-0.05;-1;-1;45;nd;-1
9524;Cork;Dripsey DR1Shallow;147960;81370;;IE_SW_G_0004_0500_0029;01/07/14;10.9;10.9;3;59;143;-0.02;-0.013;14.17;0.018;2.3;11;22;-0.2;10;14;9.7;8.2;87;-10;40;-10;-10;-1;-1;2;-1;-1;0;-1;12;-1;2.8;-0.05;-1;-1;180;nd;-1
9525;Cork;Dripsey DR1Deep;147960;81370;;IE_SW_G_0004_0500_0031;01/07/14;11.7;11.7;0.3;50;85;-0.02;0.036;7.48;0.011;2.5;12;33;-0.2;7;23;7.8;5.7;49;-10;16;-10;-10;-1;-1;-1;-1;16;0;-1;180;-1;15;-0.05;-1;3.1;610;nd;-1
9526;Cork;Dripsey DR2Shallow;147930;81440;;IE_SW_G_0004_0500_0032;01/07/14;7.1;11;8.2;108;57;-0.02;-0.013;22.14;0.01;1.7;5;18;-0.2;8;10;1.7;5.6;39;-10;-5;-10;-10;-1;-1;-1;1;-1;0;-1;15;-1;-1;-0.05;-1;-1;110;nd;-1
9527;Cork;Dripsey DR2Transition;147930;81440;;IE_SW_G_0004_0500_0033;01/07/14;6.4;11.3;9.2;179;34;-0.02;-0.013;11.96;-0.01;3.4;2;19;-0.2;7;6.7;3.6;5;22;-10;-5;-10;-10;-1;-1;2;-1;-1;0;-1;9;-1;-1;-0.05;-1;-1;23;nd;-1
9528;Cork;Dripsey DR2Deep;147930;81440;;IE_SW_G_0004_0500_0034;01/07/14;8.5;10.8;9.4;48;43;-0.02;-0.013;19.04;-0.01;-1.5;10;20;-0.2;18;20;28;2.4;16;-10;-5;-10;17;-1;-1;-1;-1;84;0;7.4;56;-1;5.9;-0.05;-1;1.4;110;nd;-1
9529;Cork;Dripsey DR3Shallow;147910;81550;;IE_SW_G_0004_0500_0035;01/07/14;6.2;10.7;0.6;10;49;0.26;-0.013;-0.9;nr;1.5;9;21;-0.2;13;9.4;1;4.7;16;13000;8700;-10;-10;-1;3;-1;2;18;0.1;-1;27;-1;-1;-0.05;12;-1;58;nd;-1
9530;Cork;Dripsey DR3Transition;147910;81550;;IE_SW_G_0004_0500_0036;01/07/14;5.8;10.3;0.4;99;31;-0.02;0.023;13.25;-0.01;-1.5;4;25;-0.2;11;9.1;0.5;6.7;21;-10;660;-10;-10;-1;1;-1;2;-1;0.3;-1;34;-1;-1;-0.05;1.3;-1;63;nd;-1
9531;Cork;Dripsey DR3Deep;147910;81550;;IE_SW_G_0004_0500_0037;01/07/14;7.1;10.5;0.4;82;111;-0.02;-0.013;-0.9;0.026;-1.5;14;15;-0.2;5;16;0.9;10;56;-10;150;-10;-10;-1;-1;-1;-1;-1;0;-1;5;-1;3.2;-0.05;-1;-1;110;nd;-1
9532;Cork;Dripsey DR3Subsoil;147910;81550;;IE_SW_G_0004_0500_0038;01/07/14;6.2;12.1;0.5;-107;89;3.4;-0.013;-0.9;0.22;12.1;8;20;-0.2;8;11;4.2;4.5;22;57000;5400;-10;23;1;2;-1;3;52;0;-1;76;-1;-1;-0.05;9.9;-1;51;nd;-1
9533;Cork;Dripsey DR1Transition;147960;81370;;IE_SW_G_0004_0500_0039;01/07/14;0;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
9534;Cork;Dripsey SW1;147910;81556;;IE_SW_G_0004_0500_0040;01/07/14;12.6;12.6;9.6;-10;33;-0.02;0.023;17.24;0.025;3.5;5;19;-0.2;10;10;1.8;7.4;19;63;59;-10;-10;-1;-1;-1;1;1;0;-1;7;-1;-1;-0.05;-1;-1;53;nd;-1
9535;Kerry;FBH9  Flesk River study catchment;99016;89797;;IE_SW_G_0048_1300_0007;01/07/14;0;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;12;0.7;5.7;64;-10;-5;-10;-10;-1;-1;1;2;-1;0;-1;5;-1;1.4;-0.05;-1;-1;79;nd;-1
9536;Kerry;FBH1  Flesk River study catchment;99918;89303;;IE_SW_G_0048_1300_0002;02/07/14;0;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;38;1.8;5.6;64;10;-5;11;-10;-1;-1;-1;1;-1;0;-1;10;-1;2.7;-0.05;-1;-1;63;nd;-1
9537;Wicklow;Kerry Foods - Shillelagh;299382;167795;;IE_SE_G_0011_3400_0007;05/08/14;6.3;13.2;6.2;187;38;-0.02;-0.013;18.16;0.04;-1.5;10;34;-0.2;21;23;2.6;5.2;23;24;9;20;-10;-1;3;4;10;1.3;0;-1;15;-1;-1;-0.05;2.8;-1;110;nd;-1
9538;Kilkenny;Cuffesgrange GWS;247228;150133;;IE_SE_G_0026_1500_0007;05/08/14;7;10.9;4.1;185;217;-0.02;-0.013;15.5;0.043;-1.5;8;33;0.2;15;15;5.5;18;110;-10;-5;22;-10;-1;-1;2;9;-1;0;-1;25;-1;1;-0.05;-1;-1;130;nd;-1
